The Police	http://streaming.exclusive.radio/er/police/icecast.audio	0
Post Malone	http://streaming.exclusive.radio/er/postmalone/icecast.audio	0
The Pretenders	http://streaming.exclusive.radio/er/pretenders/icecast.audio	0
Prince	http://streaming.exclusive.radio/er/prince/icecast.audio	0
Pussycat Dolls	http://streaming.exclusive.radio/er/pussycatdolls/icecast.audio	0
Queen	http://streaming.exclusive.radio/er/queen/icecast.audio	0
R.E.M.	http://streaming.exclusive.radio/er/rem/icecast.audio	0
Ramones	http://streaming.exclusive.radio/er/ramones/icecast.audio	0
Randy Travis	http://streaming.exclusive.radio/er/randytravis/icecast.audio	0
Ray Charles	http://streaming.exclusive.radio/er/raycharles/icecast.audio	0
Reba McEntire	http://streaming.exclusive.radio/er/rebamcentire/icecast.audio	0
Red Hot Chili Peppers	http://streaming.exclusive.radio/er/chilipeppers/icecast.audio	0
Rihanna	http://streaming.exclusive.radio/er/rihanna/icecast.audio	0
Rita Ora	http://streaming.exclusive.radio/er/ritaora/icecast.audio	0
Robert Cray	http://streaming.exclusive.radio/er/robertcray/icecast.audio	0
Robert Palmer	http://streaming.exclusive.radio/er/robertpalmer/icecast.audio	0
Rock N' Roll Party	http://streaming.exclusive.radio/er/rocknrollparty/icecast.audio	0
Rod Stewart	http://streaming.exclusive.radio/er/rodstewart/icecast.audio	0
The Rolling Stones	http://streaming.exclusive.radio/er/rollingstones/icecast.audio	0
Rory Gallagher	http://streaming.exclusive.radio/er/rorygallagher/icecast.audio	0
Roxette	http://streaming.exclusive.radio/er/roxette/icecast.audio	0
Roy Orbison	http://streaming.exclusive.radio/er/royorbison/icecast.audio	0
Run-DMC	http://streaming.exclusive.radio/er/rundmc/icecast.audio	0
Rush	http://streaming.exclusive.radio/er/rush/icecast.audio	0
Sade	http://streaming.exclusive.radio/er/sade/icecast.audio	0
Sam Cooke	http://streaming.exclusive.radio/er/samcooke/icecast.audio	0
Sam Smith	http://streaming.exclusive.radio/er/samsmith/icecast.audio	0
Santana	http://streaming.exclusive.radio/er/santana/icecast.audio	0
Savage Garden	http://streaming.exclusive.radio/er/savagegarden/icecast.audio	0
Scorpions	http://streaming.exclusive.radio/er/scorpions/icecast.audio	0
Shakira	http://streaming.exclusive.radio/er/shakira/icecast.audio	0
